"","artg","date","gmdn_desc","ppe","covid"
"1055","324727",2019-10-14,"holder, needle",FALSE,FALSE
"1056","324728",2019-10-14,"clinical data collection/management information application software",FALSE,FALSE
"1057","324729",2019-10-14,"stand, <specify>",FALSE,FALSE
"1058","324731",2019-10-14,"mri system, <specify>",FALSE,FALSE
"1059","324732",2019-10-14,"sterilization packaging, single-use",FALSE,FALSE
"1060","324733",2019-10-14,"sterilization container liner",FALSE,FALSE
"1061","324734",2019-10-14,"sterilization process indicator, <specify>",FALSE,FALSE
"1062","324735",2019-10-14,"sterilization container liner",FALSE,FALSE
"1063","324737",2019-10-14,"sterilization packaging, single-use",FALSE,FALSE
"1064","324738",2019-10-14,"surgical procedure kit, dental, implant/prosthesis",FALSE,FALSE
"1065","324739",2019-10-14,"surgical drill guide, single-use, non-sterile",FALSE,FALSE
"1066","324741",2019-10-14,"infrared-light vein locater",FALSE,FALSE
"1067","324760",2019-10-14,"dental material, root filling, gutta-percha",FALSE,FALSE
"1068","324761",2019-10-14,"needle, injector, medication/vaccine",FALSE,FALSE
"1069","324762",2019-10-14,"medicine administration kit, oral",FALSE,FALSE
"1070","324763",2019-10-14,"ophthalmic cryosurgical system, electronic",FALSE,FALSE
"1071","324780",2019-10-14,"breathing circuit gas-flow sensor, single-use",FALSE,FALSE
"1072","324820",2019-10-14,"computer, x-ray system, diagnostic, dental",FALSE,FALSE
"1073","324840",2019-10-15,"endoscopic electrosurgical electrode, monopolar, single-use",FALSE,FALSE
"1074","324841",2019-10-15,"endoscopic electrosurgical electrode, bipolar, single-use",FALSE,FALSE
"1075","324842",2019-10-15,"radio-frequency ablation system generator",FALSE,FALSE
"1076","324843",2019-10-15,"tube, tracheostomy, single use",FALSE,FALSE
"1077","324860",2019-10-15,"gastrointestinal endoscopic clip, long-term",FALSE,FALSE
"1078","324883",2019-10-15,"internal orthopaedic fixation system, plate/screw, non-bioabsorbable, sterile",FALSE,FALSE
"1079","324884",2019-10-15,"ultraviolet room disinfection system",FALSE,FALSE
"1080","324886",2019-10-15,"orthopaedic cement preparation/delivery kit",FALSE,FALSE
"1081","324887",2019-10-15,"tray, instrument",FALSE,FALSE
"1082","324892",2019-10-15,"dental amalgam, alloy",FALSE,FALSE
"1083","324893",2019-10-15,"cannula, nasal, continuous positive airway pressure",FALSE,FALSE
"1084","324894",2019-10-15,"cpap/bipap face mask, single-use",FALSE,TRUE
"1085","324895",2019-10-15,"mediastinal drainage catheter",FALSE,FALSE
"1086","324896",2019-10-15,"needle, acupuncture, single-use",FALSE,FALSE
"1087","324900",2019-10-15,"ligament anchor",FALSE,FALSE
"1088","324901",2019-10-15,"aerosol face mask, rebreathing",FALSE,FALSE
"1089","324910",2019-10-15,"nasal moisture barrier dressing",FALSE,FALSE
"1090","324911",2019-10-15,"surgical procedure kit, general-purpose, single-use, non-medicated",FALSE,FALSE
"1091","324912",2019-10-15,"skin photodynamic therapy lamp",FALSE,FALSE
"1092","324920",2019-10-16,"soft-tissue biopsy needle, single-use",FALSE,FALSE
"1093","324941",2019-10-16,"ligament anchor",FALSE,FALSE
"1094","324943",2019-10-16,"pusher, orthodontic, band",FALSE,FALSE
"1095","324944",2019-10-16,"lift, patient transfer, mobile",FALSE,FALSE
"1096","324946",2019-10-16,"electrode, electrocardiograph, single use",FALSE,FALSE
"1097","324947",2019-10-16,"recorder, paper chart",FALSE,FALSE
"1098","324948",2019-10-16,"cable/lead, electrocardiograph",FALSE,FALSE
"1099","324949",2019-10-16,"battery charger",FALSE,FALSE
"1100","324950",2019-10-16,"stocking, antioedema, arm/leg",FALSE,FALSE
"1101","324951",2019-10-16,"shield, nipple, reusable",FALSE,FALSE
"1102","324952",2019-10-16,"adhesive, dental impression",FALSE,FALSE
"1103","324953",2019-10-16,"tray, impression, dental",FALSE,FALSE
"1104","324954",2019-10-16,"syringe, dental, impression material",FALSE,FALSE
"1105","324955",2019-10-16,"table, examination/treatment, <specify>",FALSE,FALSE
"1106","324957",2019-10-16,"electrosurgical diathermy system conducting unit holder, single use",FALSE,FALSE
"1107","324970",2019-10-16,"acetabular shell",FALSE,FALSE
"1108","324971",2019-10-16,"acetabular shell",FALSE,FALSE
"1109","324972",2019-10-16,"non-constrained polyethylene acetabular liner",FALSE,FALSE
"1110","324973",2019-10-16,"non-constrained polyethylene acetabular liner",FALSE,FALSE
"1111","324974",2019-10-16,"ultraviolet phototherapy unit",FALSE,FALSE
"1112","324975",2019-10-16,"general-purpose surgical drape, single-use, sterile",FALSE,FALSE
"1113","324976",2019-10-16,"needle, injector, medication/vaccine",FALSE,FALSE
"1114","324977",2019-10-16,"suction system tubing",FALSE,FALSE
"1115","324978",2019-10-16,"audiometer, impedance",FALSE,FALSE
"1116","324979",2019-10-16,"radio-frequency probe cannula",FALSE,FALSE
"1117","324980",2019-10-16,"information system software, application program, cardiology",FALSE,FALSE
"1118","324981",2019-10-16,"patient monitor module, telemetry receiver ecg",FALSE,FALSE
"1119","324982",2019-10-16,"electrocardiograph, holter analyser, software",FALSE,FALSE
"1120","324983",2019-10-16,"patient data recorder, long-term, electrocardiograph",FALSE,TRUE
"1121","324984",2019-10-16,"stress exercise monitoring system, cardiac",FALSE,FALSE
"1122","324985",2019-10-16,"telemetry system transmitter, electrocardiograph",FALSE,FALSE
"1123","324986",2019-10-16,"haemodialysis treatment kit",FALSE,FALSE
"1124","325000",2019-10-16,"port, injection, catheter",FALSE,FALSE
"1125","325020",2019-10-17,"polymer orthopaedic cement restrictor, non-absorbable, sterile",FALSE,FALSE
"1126","325043",2019-10-17,"suture, polyethylene",FALSE,FALSE
"1127","325044",2019-10-17,"wheelchair, attendant/occupant driven, rear wheels, collapsible",FALSE,FALSE
"1128","325045",2019-10-17,"nasal moisture barrier dressing",FALSE,FALSE
"1129","325046",2019-10-17,"medicine preparation needle/cannula",FALSE,FALSE
"1130","325048",2019-10-17,"tube, feeding, gastrostomy",FALSE,FALSE
"1131","325049",2019-10-17,"suction system canister, single-use",FALSE,FALSE
"1132","325050",2019-10-17,"mattress, bed, <specify>",FALSE,FALSE
"1133","325055",2019-10-17,"catheter care kit",FALSE,FALSE
"1134","325056",2019-10-17,"ct",FALSE,FALSE
"1135","325057",2019-10-17,"ct",FALSE,FALSE
"1136","325058",2019-10-17,"blood storage solution, multi-purpose",FALSE,FALSE
"1137","325059",2019-10-17,"blood storage solution, multi-purpose",FALSE,FALSE
"1138","325060",2019-10-17,"surgical procedure kit, orthopaedic, single-use, non-medicated",FALSE,FALSE
"1139","325061",2019-10-17,"obstetrical/gynaecological surgical procedure kit, non-medicated, single-use",FALSE,FALSE
"1140","325062",2019-10-17,"surgical procedure kit, general-purpose, single-use, non-medicated",FALSE,FALSE
"1141","325080",2019-10-18,"urethral catheter, drainage, single-administration",FALSE,FALSE
"1142","325081",2019-10-18,"catheter, suction, tracheal",FALSE,FALSE
"1143","325082",2019-10-18,"infant acoustic earmuffs",FALSE,FALSE
"1144","325083",2019-10-18,"patient positioning device, <specify>",FALSE,FALSE
"1145","325084",2019-10-18,"sensor, <specify>",FALSE,FALSE
"1146","325100",2019-10-18,"percutaneous electrosurgical probe, tumour-ablation",FALSE,FALSE
"1147","325101",2019-10-18,"percutaneous electrosurgical probe, tumour-ablation, bipolar",FALSE,FALSE
"1148","325104",2019-10-18,"surgical procedure kit, orthopaedic, single-use, non-medicated",FALSE,FALSE
"1149","325106",2019-10-18,"obstetrical/gynaecological surgical procedure kit, non-medicated, single-use",FALSE,FALSE
"1150","325107",2019-10-18,"surgical procedure kit, general-purpose, single-use, non-medicated",FALSE,FALSE
"1151","325108",2019-10-18,"surgical procedure kit, ent, single-use, non-medicated",FALSE,FALSE
"1152","325109",2019-10-18,"surgical procedure kit, ent, single-use, non-medicated",FALSE,FALSE
"1153","325110",2019-10-18,"urological surgical procedure kit, non-medicated, single-use",FALSE,FALSE
"1154","325111",2019-10-18,"urological surgical procedure kit, non-medicated, single-use",FALSE,FALSE
"1155","325113",2019-10-18,"circumcision stapler/staple",FALSE,FALSE
"1156","325115",2019-10-18,"lens, spectacle",FALSE,FALSE
"1157","325116",2019-10-18,"lens, spectacle",FALSE,FALSE
"1158","325118",2019-10-18,"laryngoscope, intubation",FALSE,FALSE
"1159","325119",2019-10-18,"oesophageal bougie, single-use",FALSE,FALSE
"1160","325127",2019-10-18,"artificial airway cuff inflation tubing",FALSE,FALSE
"1161","325128",2019-10-18,"nasal endoscope",FALSE,FALSE
"1162","325129",2019-10-18,"stent, vascular, intracranial",FALSE,FALSE
"1163","325130",2019-10-18,"stent, vascular, intracranial",FALSE,FALSE
"1164","325131",2019-10-18,"syringe, hypodermic, metered delivery, retractable needle",FALSE,FALSE
"1165","325140",2019-10-19,"prosthesis, internal, spine, vertebral body",FALSE,FALSE
"1166","325160",2019-10-19,"headband, single-use",FALSE,FALSE
"1167","325161",2019-10-19,"surgical instrument track identification tape",FALSE,FALSE
"1168","325180",2019-10-21,"uncoated hip femur prosthesis, modular",FALSE,FALSE
"1169","325181",2019-10-21,"coated hip femur prosthesis, modular",FALSE,FALSE
"1170","325182",2019-10-21,"computed radiography storage phosphor screen",FALSE,FALSE
"1171","325184",2019-10-21,"catheter, infusion, coronary artery",FALSE,FALSE
"1172","325185",2019-10-21,"alternating-pressure bed mattress overlay system",FALSE,FALSE
"1173","325186",2019-10-21,"vascular port/catheter",FALSE,FALSE
"1174","325187",2019-10-21,"vascular catheter introduction needle",FALSE,FALSE
"1175","325188",2019-10-21,"vascular introducer kit",FALSE,FALSE
"1176","325189",2019-10-21,"floor mat, single-use",FALSE,FALSE
"1177","325190",2019-10-21,"alarm, enuresis",FALSE,FALSE
"1178","325191",2019-10-21,"clinical data collection/management information application software",FALSE,FALSE
"1179","325205",2019-10-21,"ct",FALSE,FALSE
"1180","325206",2019-10-21,"oral specimen collection kit, transport medium",FALSE,FALSE
"1181","325207",2019-10-21,"ligament anchor",FALSE,FALSE
"1182","325208",2019-10-21,"ct",FALSE,FALSE
"1183","325209",2019-10-21,"table, examination/treatment, ophthalmic",FALSE,FALSE
"1184","325210",2019-10-21,"root canal cleansing solution",FALSE,FALSE
"1185","325211",2019-10-21,"gingival retraction solution",FALSE,FALSE
"1186","325212",2019-10-21,"weighted duvet",FALSE,FALSE
"1187","325218",2019-10-21,"applicator, absorbent tipped, sterile",FALSE,FALSE
"1188","325219",2019-10-21,"compression unit, intermittent",FALSE,FALSE
"1189","325220",2019-10-21,"dental material, modelling, polymer based",FALSE,FALSE
"1190","325221",2019-10-21,"powered rectal irrigation system control unit",FALSE,FALSE
"1191","325240",2019-10-21,"dental drilling system attachment",FALSE,FALSE
"1192","325241",2019-10-21,"osteotomy guide",FALSE,FALSE
"1193","325260",2019-10-22,"catheter, suction, general-purpose",FALSE,FALSE
"1194","325261",2019-10-22,"atrial septal defect sizing plate",FALSE,FALSE
"1195","325262",2019-10-22,"suction tip, general-purpose, single use",FALSE,FALSE
"1196","325263",2019-10-22,"suction system tubing",FALSE,FALSE
"1197","325264",2019-10-22,"catheter, urological, foley",FALSE,FALSE
"1198","325265",2019-10-22,"electrocardiographic recording paper",FALSE,FALSE
"1199","325280",2019-10-22,"filter, <specify>",FALSE,FALSE
"1200","325283",2019-10-22,"gel, <specify>",FALSE,FALSE
"1201","325285",2019-10-22,"forceps, dental, tooth extraction",FALSE,FALSE
"1202","325286",2019-10-22,"cpap/bipap face mask, reusable",FALSE,TRUE
"1203","325288",2019-10-22,"cpap/bipap nasal mask, reusable",FALSE,FALSE
"1204","325289",2019-10-22,"cannula, eye, irrigating/aspirating",FALSE,FALSE
"1205","325291",2019-10-22,"patient monitor, central unit",FALSE,FALSE
"1206","325300",2019-10-22,"needle, scalp vein",FALSE,FALSE
"1207","325301",2019-10-22,"catheter/tubing connection protector",FALSE,FALSE
"1208","325302",2019-10-22,"cuff, tourniquet, reusable",FALSE,FALSE
"1209","325303",2019-10-22,"external lesion localization marker, single-use",FALSE,FALSE
"1210","325304",2019-10-22,"information system software, application program, cardiology",FALSE,FALSE
"1211","325320",2019-10-23,"haemodialysis treatment kit",FALSE,FALSE
"1212","325340",2019-10-23,"home cpap/bpap disinfector",FALSE,FALSE
"1213","325341",2019-10-23,"transfemoral prosthesis socket",FALSE,FALSE
"1214","325342",2019-10-23,"electrical wrist prosthesis",FALSE,FALSE
"1215","325343",2019-10-23,"automated retinopathy analysis system application software",FALSE,FALSE
"1216","325362",2019-10-23,"single-patient physiologic monitoring system",FALSE,FALSE
"1217","325363",2019-10-23,"tube, suction, enteral",FALSE,FALSE
"1218","325364",2019-10-23,"tubing set, pressure monitoring",FALSE,FALSE
"1219","325365",2019-10-23,"tube, tracheostomy, single use",FALSE,FALSE
"1220","325366",2019-10-23,"orthosis, spinal, sacroiliac, corset, flexible",FALSE,FALSE
"1221","325367",2019-10-23,"gel, ultrasonic coupling",FALSE,FALSE
"1222","325369",2019-10-23,"internal spinal fixation procedure kit, non-sterile",FALSE,FALSE
"1223","325380",2019-10-23,"assisted reproduction procedure dish",FALSE,FALSE
"1224","325400",2019-10-24,"video consultation telemedicine system",FALSE,FALSE
"1225","325402",2019-10-24,"surgical procedure kit, arthroscopic, reusable",FALSE,FALSE
"1226","325404",2019-10-24,"bandage, traction",FALSE,FALSE
"1227","325405",2019-10-24,"cover, cast, waterproof",FALSE,FALSE
"1228","325406",2019-10-24,"adhesive tape, <specify>",FALSE,FALSE
"1229","325408",2019-10-24,"orthosis, <specify>",FALSE,FALSE
"1230","325409",2019-10-24,"electrode, electroencephalograph",FALSE,FALSE
"1231","325411",2019-10-24,"filter, <specify>",FALSE,FALSE
"1232","325412",2019-10-24,"cannula, nasal, carbon dioxide sampling",FALSE,FALSE
"1233","325413",2019-10-24,"tubing set, dehumidification, exhaled gas, single use",FALSE,FALSE
"1234","325415",2019-10-24,"gas sampling line set",FALSE,FALSE
"1235","325416",2019-10-24,"gas sampling line set",FALSE,FALSE
"1236","325417",2019-10-24,"cad/cam unit, dental, chairside",FALSE,FALSE
"1237","325419",2019-10-24,"blood bank information system application software",FALSE,FALSE
"1238","325421",2019-10-24,"table, operation, <specify>",FALSE,FALSE
"1239","325422",2019-10-24,"supply unit, ceiling-mounted",FALSE,FALSE
"1240","325432",2019-10-24,"catheter, central venous, peripherally inserted",FALSE,FALSE
"1241","325433",2019-10-24,"catheter, central venous, peripherally inserted",FALSE,FALSE
"1242","325434",2019-10-24,"catheter, central venous, peripherally inserted",FALSE,FALSE
"1243","325435",2019-10-24,"capsular tension ring",FALSE,FALSE
"1244","325436",2019-10-24,"uncoated knee femur prosthesis",FALSE,FALSE
"1245","325437",2019-10-24,"mobile-bearing total knee prosthesis",FALSE,FALSE
"1246","325460",2019-10-25,"analgesic tens system",FALSE,FALSE
"1247","325461",2019-10-25,"x-ray system, diagnostic, general-purpose, mobile, digital",FALSE,FALSE
"1248","325463",2019-10-25,"shoe/boot antislip device",FALSE,FALSE
"1249","325464",2019-10-25,"cover, thermometer, electronic probe",FALSE,FALSE
"1250","325471",2019-10-25,"self-expandable heart valve prosthesis collapsing tool, single-use",FALSE,FALSE
"1251","325472",2019-10-25,"torque manipulating device",FALSE,FALSE
"1252","325473",2019-10-25,"fluid-permeable film dressing",FALSE,FALSE
"1253","325620",2019-10-28,"orthodontic appliance system, progressive",FALSE,FALSE
"1254","325621",2019-10-28,"open-surgery electrosurgical electrode, monopolar, single-use",FALSE,FALSE
"1255","325622",2019-10-28,"powered bone mill cartridge",FALSE,FALSE
"1256","325623",2019-10-28,"exerciser, <specify>",FALSE,FALSE
"1257","325624",2019-10-28,"prism bar",FALSE,FALSE
"1258","325625",2019-10-28,"endoscopic air/water valve, reusable",FALSE,FALSE
"1259","325626",2019-10-28,"computer network router",FALSE,FALSE
"1260","325640",2019-10-28,"ct",FALSE,FALSE
"1261","325660",2019-10-28,"dental retention pin",FALSE,FALSE
"1262","325661",2019-10-28,"home cpap unit",FALSE,FALSE
"1263","325665",2019-10-28,"open-surgery electrosurgical forceps, single-use",FALSE,FALSE
"1264","325666",2019-10-28,"electrocardiographic recording paper",FALSE,FALSE
"1265","325684",2019-10-29,"ct",FALSE,FALSE
"1266","325685",2019-10-29,"camera, <specify>",FALSE,FALSE
"1267","325686",2019-10-29,"detector, caries, optical",FALSE,FALSE
"1268","325687",2019-10-29,"orthopaedic implant inserter/extractor",FALSE,FALSE
"1269","325688",2019-10-29,"sling, arm",FALSE,FALSE
"1270","325690",2019-10-29,"cannula, nasal, carbon dioxide sampling",FALSE,FALSE
"1271","325691",2019-10-29,"monitor, vdu, colour",FALSE,FALSE
"1272","325692",2019-10-29,"endoscopic video image processor",FALSE,FALSE
"1273","325701",2019-10-29,"haematological concentrate system kit, platelet concentration",FALSE,FALSE
"1274","325702",2019-10-29,"haematological concentrate system kit, platelet concentration",FALSE,FALSE
"1275","325703",2019-10-29,"medical device electrical cable, general purpose",FALSE,FALSE
"1276","325704",2019-10-29,"electrosurgical system, general-purpose",FALSE,FALSE
"1277","325705",2019-10-29,"electrosurgical system handpiece, hand-controlled, general-purpose, single-use",FALSE,FALSE
"1278","325709",2019-10-29,"oximeter, cerebral",FALSE,FALSE
"1279","325710",2019-10-29,"cannulated surgical drill, single-use",FALSE,FALSE
"1280","325711",2019-10-29,"tubing set, nebulizer",FALSE,FALSE
"1281","325712",2019-10-29,"urological surgical procedure kit, non-medicated, single-use",FALSE,FALSE
"1282","325720",2019-10-29,"syringe, general-purpose",FALSE,FALSE
"1283","325721",2019-10-29,"liquid nitrous oxide coaxial tubing",FALSE,FALSE
"1284","325722",2019-10-29,"tubing set, dehumidification, exhaled gas, single use",FALSE,FALSE
"1285","325723",2019-10-29,"surgical procedure kit, arthroscopic, single-use, non-medicated",FALSE,FALSE
"1286","325724",2019-10-29,"gas sampling line set",FALSE,FALSE
"1287","325740",2019-10-30,"dental implant suprastructure device, permanent",FALSE,FALSE
"1288","325741",2019-10-30,"dental prosthesis fabrication material, polymer",FALSE,FALSE
"1289","325760",2019-10-30,"mount, light, surgical/examination",FALSE,FALSE
"1290","325761",2019-10-30,"medical image management system application software",FALSE,FALSE
"1291","325762",2019-10-30,"gas sampling line set",FALSE,FALSE
"1292","325763",2019-10-30,"skin-cleaning wipe, non-sterile",FALSE,FALSE
"1293","325764",2019-10-30,"cannula, nasal, carbon dioxide sampling",FALSE,FALSE
"1294","325765",2019-10-30,"orthosis, leg, knee, unit",FALSE,FALSE
"1295","325766",2019-10-30,"adaptor, electrocardiograph, lead switching",FALSE,FALSE
"1296","325767",2019-10-30,"transfer aid, person, <specify>",FALSE,FALSE
"1297","325768",2019-10-30,"orthopaedic rod reducer",FALSE,FALSE
"1298","325769",2019-10-30,"chair, bath/shower",FALSE,FALSE
"1299","325775",2019-10-30,"acetabular shell",FALSE,FALSE
"1300","325776",2019-10-30,"transport electric ventilator",FALSE,FALSE
"1301","325780",2019-10-31,"surgical vessel loop",FALSE,FALSE
"1302","325781",2019-10-31,"bur, dental, carbide",FALSE,FALSE
"1303","325782",2019-10-31,"blood lancet, single-use",FALSE,FALSE
"1304","325785",2019-10-31,"colonic irrigation kit",FALSE,FALSE
"1305","325786",2019-10-31,"colonic irrigation kit",FALSE,FALSE
"1306","325787",2019-10-31,"tourniquet, <specify>",FALSE,FALSE
"1307","325788",2019-10-31,"tourniquet, <specify>",FALSE,FALSE
"1308","325789",2019-10-31,"medical device electrical cable, general purpose",FALSE,FALSE
"1309","325790",2019-10-31,"aortic transcatheter heart valve bioprosthesis, stent-like framework",FALSE,FALSE
"1310","325800",2019-10-31,"nerve-locating anaesthesia kit, continuous administration",FALSE,FALSE
"1311","325801",2019-10-31,"exudate-absorbent dressing, non-gel",FALSE,FALSE
"1312","325820",2019-11-01,"infusion pump, general-purpose",FALSE,FALSE
"1313","325821",2019-11-01,"infusion pump, general-purpose",FALSE,FALSE
"1314","325840",2019-11-01,"mandible-repositioning antisnoring orthosis",FALSE,FALSE
"1315","325841",2019-11-01,"impression material, dental, alginate",FALSE,FALSE
"1316","325849",2019-11-01,"bone matrix implant, synthetic",FALSE,FALSE
"1317","325880",2019-11-04,"micropipette, user-induced",FALSE,FALSE
"1318","325881",2019-11-04,"hearing device programming interface unit",FALSE,FALSE
"1319","325882",2019-11-04,"dilator, urinary duct",FALSE,FALSE
"1320","325883",2019-11-04,"computer application program software, cardiac physiology",FALSE,FALSE
"1321","325884",2019-11-04,"sterile fluted surgical drill",FALSE,FALSE
"1322","325885",2019-11-04,"fixation device, internal, wire",FALSE,FALSE
"1323","325886",2019-11-04,"general-purpose surgical drape, single-use, sterile",FALSE,FALSE
"1324","325887",2019-11-04,"gastroduodenal motility analysis system",FALSE,FALSE
"1325","325888",2019-11-04,"rhinoscope, rigid",FALSE,FALSE
"1326","325889",2019-11-04,"electric infusion pump administration set",FALSE,FALSE
"1327","325890",2019-11-04,"scaler system, periodontic, ultrasonic",FALSE,FALSE
"1328","325891",2019-11-04,"surgical torque wrench, single-use",FALSE,FALSE
"1329","325894",2019-11-04,"adhesive bandage",FALSE,FALSE
"1330","325896",2019-11-04,"suction tip, general-purpose, reusable",FALSE,FALSE
"1331","325897",2019-11-04,"tourniquet strap",FALSE,FALSE
"1332","325898",2019-11-04,"medical device electrical cable, general purpose",FALSE,FALSE
"1333","325899",2019-11-04,"personal hygiene aid, toiletting, seat, <specify>",FALSE,FALSE
"1334","325900",2019-11-04,"hearing aid enhanced audio device, telecommunication",FALSE,FALSE
"1335","325902",2019-11-04,"orthosis, <specify>",FALSE,FALSE
"1336","325903",2019-11-04,"self-care monitoring web-based application software",FALSE,FALSE
"1337","325904",2019-11-04,"humidifier, ultrasonic",FALSE,FALSE
"1338","325912",2019-11-04,"skin marker pen, single-use, sterile",FALSE,FALSE
"1339","325920",2019-11-05,"stent, vascular, intracranial",FALSE,FALSE
"1340","325921",2019-11-05,"ear irrigation kit, reusable",FALSE,FALSE
"1341","325922",2019-11-05,"endaural curette",FALSE,FALSE
"1342","325924",2019-11-05,"cerebrospinal fluid external drainage kit",FALSE,FALSE
"1343","325925",2019-11-05,"low-pressure tubing connector",FALSE,FALSE
"1344","325926",2019-11-05,"tray, <specify>",FALSE,FALSE
"1345","325927",2019-11-05,"suction system tubing",FALSE,FALSE
"1346","325935",2019-11-05,"electromyograph",FALSE,FALSE
"1347","325936",2019-11-05,"multi-purpose soft contact lens solution",FALSE,FALSE
"1348","325940",2019-11-06,"sacral plexus percutaneous incontinence-control electrical stimulation system electrode",FALSE,FALSE
"1349","325941",2019-11-06,"incontinence-control electrical stimulation system, nonimplantable, remote control",FALSE,FALSE
"1350","325942",2019-11-06,"incontinence-control electrical stimulation system programmer",FALSE,FALSE
"1351","325943",2019-11-06,"infusion pump, syringe",FALSE,FALSE
"1352","325944",2019-11-06,"physical therapy electrical stimulation system, battery-powered",FALSE,FALSE
"1353","325945",2019-11-06,"deep-tissue electromagnetic stimulation system, professional",FALSE,FALSE
"1354","325946",2019-11-06,"electrocardiographic long-term ambulatory recorder/analyser",FALSE,FALSE
"1355","325947",2019-11-06,"clipper, nail",FALSE,FALSE
"1356","325948",2019-11-06,"chisel, bone",FALSE,FALSE
"1357","325949",2019-11-06,"orthopaedic implant inserter/extractor",FALSE,FALSE
"1358","325950",2019-11-06,"orthopaedic prosthesis implantation instrument, reusable",FALSE,FALSE
"1359","325951",2019-11-06,"sterilization container",FALSE,FALSE
"1360","325952",2019-11-06,"hammer, surgical",FALSE,FALSE
"1361","325953",2019-11-06,"orthopaedic implant impactor",FALSE,FALSE
"1362","325954",2019-11-06,"bone distraction forceps",FALSE,FALSE
"1363","325955",2019-11-06,"spinal implant facsimile",FALSE,FALSE
"1364","325956",2019-11-06,"surgical instrument handle",FALSE,FALSE
"1365","325957",2019-11-06,"orthopaedic bone distractor",FALSE,FALSE
"1366","325958",2019-11-06,"tray, <specify>",FALSE,FALSE
"1367","325959",2019-11-06,"adhesive tape, general-purpose",FALSE,FALSE
"1368","325961",2019-11-06,"ct",FALSE,FALSE
"1369","325965",2019-11-06,"dental point, abrasive",FALSE,FALSE
"1370","325966",2019-11-06,"dental ceramic",FALSE,FALSE
"1371","325967",2019-11-06,"external lesion localization marker, single-use",FALSE,FALSE
"1372","325968",2019-11-06,"oral/enteral syringe, reusable",FALSE,FALSE
"1373","325969",2019-11-06,"container, organ transport",FALSE,FALSE
"1374","325970",2019-11-06,"eye speculum, single-use",FALSE,FALSE
"1375","325971",2019-11-06,"suture retention device",FALSE,FALSE
"1376","325972",2019-11-06,"cannula, nasal, oxygen",FALSE,FALSE
"1377","325973",2019-11-06,"cannula, nasal, carbon dioxide sampling",FALSE,FALSE
"1378","325975",2019-11-06,"unicondylar knee insert",FALSE,FALSE
"1379","325976",2019-11-06,"uncoated unicondylar knee femur prosthesis",FALSE,FALSE
"1380","325977",2019-11-06,"uncoated unicondylar knee tibia prosthesis, metallic",FALSE,FALSE
"1381","325978",2019-11-06,"haematological concentrate system",FALSE,FALSE
"1382","325980",2019-11-07,"surgical procedure kit, general-purpose, single-use, medicated",FALSE,FALSE
"1383","325981",2019-11-07,"endoscopic electrosurgical electrode, monopolar, single-use",FALSE,FALSE
"1384","325982",2019-11-07,"hair implantation unit",FALSE,FALSE
"1385","325984",2019-11-07,"stethoscope, <specify>",FALSE,FALSE
"1386","325985",2019-11-07,"cannula, ear, single use",FALSE,FALSE
"1387","325986",2019-11-07,"tube/mask breathing circuit connector, non-sterile, single-use",FALSE,FALSE
"1388","325987",2019-11-07,"holder, cable/lead",FALSE,FALSE
"1389","326010",2019-11-07,"electrocautery system handpiece",FALSE,FALSE
"1390","326011",2019-11-07,"multichannel general-purpose infusion pump",FALSE,FALSE
"1391","326013",2019-11-07,"telemetry system, physiological signal",FALSE,FALSE
"1392","326014",2019-11-07,"intense pulsed light dry eye therapy unit",FALSE,FALSE
"1393","326015",2019-11-07,"implantable cardiac monitor",FALSE,FALSE
"1394","326016",2019-11-07,"implantable cardiac monitor patient programmer",FALSE,FALSE
"1395","326020",2019-11-08,"cotton bud",FALSE,FALSE
"1396","326021",2019-11-08,"table, physical therapy",FALSE,FALSE
"1397","326022",2019-11-08,"evacuator, smoke, surgical",FALSE,FALSE
"1398","326024",2019-11-08,"ct",FALSE,FALSE
"1399","326025",2019-11-08,"stand, <specify>",FALSE,FALSE
"1400","326026",2019-11-08,"connector, <specify>",FALSE,FALSE
"1401","326031",2019-11-08,"airway, oropharyngeal, single use",FALSE,FALSE
"1402","326032",2019-11-08,"peripheral vascular infusion/aspiration catheter",FALSE,FALSE
"1403","326033",2019-11-08,"apex locator, endodontic",FALSE,FALSE
"1404","326034",2019-11-08,"deep-tissue electromagnetic stimulation system, professional",FALSE,FALSE
"1405","326040",2019-11-08,"surgical procedure kit, general-purpose, single-use, non-medicated",FALSE,FALSE
"1406","326041",2019-11-08,"home cpap unit",FALSE,FALSE
"1407","326042",2019-11-08,"cpap/bipap face mask, reusable",FALSE,TRUE
"1408","326043",2019-11-08,"electric infusion pump administration set",FALSE,FALSE
"1409","326044",2019-11-08,"ultrasound system, imaging, general-purpose",FALSE,TRUE
"1410","326048",2019-11-08,"rectal irrigation kit",FALSE,FALSE
"1411","326049",2019-11-08,"artificial teeth, resin",FALSE,FALSE
"1412","326060",2019-11-09,"flowmeter, urine, reusable",FALSE,FALSE
"1413","326061",2019-11-09,"open-ended non-wearable urine collection bag, sterile",FALSE,FALSE
"1414","326062",2019-11-09,"endotherapy blunt dissector",FALSE,FALSE
"1415","326063",2019-11-09,"arthroscopic access cannula kit",FALSE,FALSE
"1416","326064",2019-11-09,"laparoscopic trocar, single-use",FALSE,FALSE
"1417","326080",2019-11-11,"vascular catheterization support kit",FALSE,FALSE
"1418","326081",2019-11-11,"infusion kit, intraosseous",FALSE,FALSE
